delivery_id,truck_id,timestamp,origin_branch,destination_branch,distance_km,fuel_consumed_liters,status
DEL-003660,TRK-0573,2/4/2026 10:02,BR-025,BR-024,344.03,55,Cancelled
DEL-003661,TRK-0303,2/3/2026 22:09,BR-034,BR-024,412.74,55.29,Completed
DEL-003662,TRK-0193,2/2/2026 18:54,BR-046,BR-000,318.11,33.31,Completed
DEL-003663,TRK-0783,2/15/2026 11:39,BR-020,BR-002,106.77,16.88,Cancelled
DEL-003664,TRK-0258,2/15/2026 9:45,BR-007,BR-043,27.02,3.89,Completed
DEL-003665,TRK-0728,2/6/2026 7:30,BR-013,BR-018,164.25,25.07,Completed
DEL-003666,TRK-0362,2/15/2026 22:12,BR-039,BR-043,270.4,48.63,Completed
DEL-003667,TRK-0145,2/2/2026 14:31,BR-019,BR-006,309.29,29.32,Completed
DEL-003668,TRK-0517,2/8/2026 20:01,BR-040,BR-025,83.05,8.74,Delayed
DEL-003669,TRK-0958,2/6/2026 15:44,BR-042,BR-046,105.71,9.39,Completed
DEL-003670,TRK-0066,2/18/2026 6:57,BR-026,BR-049,491.02,50.5,Delayed
DEL-003671,TRK-0468,2/25/2026 22:47,BR-032,BR-002,235.58,34.86,Delayed
DEL-003672,TRK-0027,2/2/2026 6:11,BR-003,BR-039,497.04,87.63,Completed
DEL-003673,TRK-0761,2/12/2026 21:03,BR-030,BR-037,104.13,16.55,Cancelled
DEL-003674,TRK-0315,2/21/2026 9:50,BR-027,BR-000,228.94,25.45,Completed
DEL-003675,TRK-0764,3/2/2026 10:25,BR-016,BR-011,116.6,19.16,Delayed
DEL-003676,TRK-0008,3/2/2026 21:27,BR-015,BR-012,269.2,38.29,Delayed
DEL-003677,TRK-0894,2/23/2026 21:06,BR-047,BR-021,41.46,11.84,Completed
DEL-003678,TRK-0910,2/4/2026 16:35,BR-027,BR-010,230.12,46.52,Delayed
DEL-003679,TRK-0196,2/13/2026 14:36,BR-032,BR-034,163.77,15.48,Completed
DEL-003680,TRK-0649,3/1/2026 6:43,BR-034,BR-035,21.68,1.98,Completed
DEL-003681,TRK-0274,2/8/2026 13:31,BR-021,BR-000,428.27,57.25,Completed
DEL-003682,TRK-0867,2/23/2026 20:27,BR-030,BR-010,97.78,24.9,Completed
DEL-003683,TRK-0702,2/5/2026 18:48,BR-027,BR-020,91.67,19.07,Cancelled
DEL-003684,TRK-0225,2/4/2026 13:10,BR-042,BR-049,281.35,44.62,Delayed
DEL-003685,TRK-0147,2/19/2026 21:16,BR-044,BR-039,437.7,122.5,Delayed
DEL-003686,TRK-0133,2/21/2026 19:27,BR-015,BR-024,58.2,7.73,Completed
DEL-003687,TRK-0656,2/6/2026 8:36,BR-028,BR-006,418.42,36.57,Delayed
DEL-003688,TRK-0913,3/1/2026 17:00,BR-041,BR-026,334.09,28.65,Cancelled
DEL-003689,TRK-0002,2/23/2026 22:35,BR-027,BR-028,493.68,116.78,Completed
DEL-003690,TRK-0986,2/17/2026 7:44,BR-016,BR-020,97.15,23.41,Cancelled
DEL-003691,TRK-0225,2/6/2026 21:37,BR-015,BR-032,108.65,32.31,Delayed
DEL-003692,TRK-0001,2/1/2026 8:40,BR-015,BR-041,94.75,21.2,Delayed
DEL-003693,TRK-0400,2/21/2026 13:13,BR-037,BR-047,130.67,12.43,Completed
DEL-003694,TRK-0505,2/12/2026 19:42,BR-037,BR-024,394.96,45.15,Cancelled
DEL-003695,TRK-0124,2/21/2026 17:49,BR-027,BR-035,439.06,80.82,Cancelled
DEL-003696,TRK-0128,2/13/2026 22:32,BR-047,BR-032,164.79,32.23,Cancelled
DEL-003697,TRK-0815,2/11/2026 14:03,BR-033,BR-024,91.31,7.73,Delayed
DEL-003698,TRK-0108,3/2/2026 8:10,BR-010,BR-018,242.89,21.42,Completed
DEL-003699,TRK-0345,2/26/2026 11:24,BR-043,BR-041,448.16,79.93,Delayed
DEL-003700,TRK-0105,2/25/2026 21:18,BR-027,BR-013,464.14,122.52,Completed
DEL-003701,TRK-0643,3/2/2026 8:27,BR-041,BR-038,255.65,40.51,Completed
DEL-003702,TRK-0172,2/14/2026 8:06,BR-015,BR-041,206.92,45.38,Completed
DEL-003703,TRK-0284,2/3/2026 17:09,BR-020,BR-042,143.28,12.45,Delayed
DEL-003704,TRK-0165,2/20/2026 7:46,BR-038,BR-033,101.04,8.69,Delayed
DEL-003705,TRK-0544,2/21/2026 6:02,BR-009,BR-011,328.42,32.07,Completed
DEL-003706,TRK-0871,2/27/2026 11:55,BR-031,BR-033,440.09,127.99,Completed
DEL-003707,TRK-0942,2/5/2026 21:53,BR-020,BR-012,451.61,45.09,Delayed
DEL-003708,TRK-0661,2/7/2026 20:39,BR-049,BR-029,47.06,12.06,Delayed
DEL-003709,TRK-0778,2/14/2026 19:23,BR-023,BR-032,283.7,29.62,Completed
DEL-003710,TRK-0928,2/28/2026 12:48,BR-016,BR-011,492.87,66.15,Completed
DEL-003711,TRK-0845,2/15/2026 8:10,BR-016,BR-024,58.62,12.34,Completed
DEL-003712,TRK-0292,2/15/2026 7:24,BR-044,BR-005,28.65,2.61,Cancelled
DEL-003713,TRK-0452,2/23/2026 9:15,BR-008,BR-047,160.59,35.27,Completed
DEL-003714,TRK-0281,2/23/2026 19:28,BR-014,BR-029,275.23,80.52,Completed
DEL-003715,TRK-0670,2/3/2026 8:50,BR-044,BR-029,485.75,45.85,Completed
DEL-003716,TRK-0006,2/12/2026 19:36,BR-039,BR-007,208.87,19.06,Completed
DEL-003717,TRK-0672,2/23/2026 18:35,BR-046,BR-002,187.61,18.96,Completed
DEL-003718,TRK-0273,2/26/2026 11:20,BR-024,BR-027,353.82,99.55,Completed
DEL-003719,TRK-0094,2/28/2026 6:48,BR-037,BR-049,478.34,96.03,Completed
DEL-003720,TRK-0762,2/14/2026 12:48,BR-007,BR-036,105.61,9.14,Delayed
DEL-003721,TRK-0341,2/28/2026 15:36,BR-038,BR-049,298.26,41.18,Delayed
DEL-003722,TRK-0234,2/7/2026 17:14,BR-027,BR-023,58.59,8.97,Completed
DEL-003723,TRK-0401,2/15/2026 22:19,BR-001,BR-007,120.98,24.12,Completed
DEL-003724,TRK-0261,2/9/2026 17:55,BR-024,BR-037,30.89,4.74,Completed
DEL-003725,TRK-0939,2/12/2026 6:20,BR-012,BR-026,305.49,66.4,Completed
DEL-003726,TRK-0544,2/8/2026 12:12,BR-040,BR-010,272.03,24.01,Completed
DEL-003727,TRK-0816,2/3/2026 17:15,BR-009,BR-033,60.2,8.46,Delayed
DEL-003728,TRK-0991,2/3/2026 13:38,BR-010,BR-045,34.06,3.52,Delayed
DEL-003729,TRK-0786,2/5/2026 12:43,BR-026,BR-016,451.8,46.95,Delayed
DEL-003730,TRK-0976,2/27/2026 19:03,BR-039,BR-015,328.45,72.3,Delayed
DEL-003731,TRK-0558,2/1/2026 16:02,BR-039,BR-026,416.24,53.66,Cancelled
DEL-003732,TRK-0378,2/4/2026 7:59,BR-007,BR-021,488.21,48.1,Completed
DEL-003733,TRK-0460,2/14/2026 11:54,BR-028,BR-008,242.99,31.69,Completed
DEL-003734,TRK-0116,2/8/2026 14:51,BR-038,BR-036,371.85,68.98,Completed
DEL-003735,TRK-0151,2/10/2026 15:35,BR-004,BR-043,83.48,10.56,Delayed
DEL-003736,TRK-0166,2/22/2026 22:10,BR-030,BR-013,344.73,32.03,Completed
DEL-003737,TRK-0133,2/28/2026 8:04,BR-030,BR-019,344.77,28.8,Completed
DEL-003738,TRK-0380,2/13/2026 19:19,BR-037,BR-016,258.65,66.3,Completed
DEL-003739,TRK-0194,3/1/2026 14:16,BR-008,BR-001,325.89,56.05,Cancelled
DEL-003740,TRK-0510,2/25/2026 19:51,BR-031,BR-018,86.26,7.26,Delayed
DEL-003741,TRK-0933,2/15/2026 13:01,BR-042,BR-043,378.09,39.86,Completed
DEL-003742,TRK-0114,2/28/2026 14:10,BR-049,BR-024,424.87,93.74,Cancelled
DEL-003743,TRK-0121,2/12/2026 12:37,BR-010,BR-017,286.81,30.68,Completed
DEL-003744,TRK-0573,2/3/2026 16:23,BR-019,BR-021,209.21,57.5,Completed
DEL-003745,TRK-0435,2/1/2026 11:50,BR-002,BR-041,472.61,95.33,Completed
DEL-003746,TRK-0703,2/14/2026 8:19,BR-014,BR-033,294.38,25.93,Cancelled
DEL-003747,TRK-0720,2/5/2026 22:08,BR-044,BR-005,442.27,42.48,Delayed
DEL-003748,TRK-0314,2/24/2026 16:36,BR-049,BR-019,278.18,41.15,Completed
DEL-003749,TRK-0543,2/19/2026 15:49,BR-025,BR-016,73.09,7.46,Completed
DEL-003750,TRK-0521,2/14/2026 6:01,BR-045,BR-014,198.5,25.04,Delayed
DEL-003751,TRK-0433,2/24/2026 6:35,BR-037,BR-001,95.45,25.04,Completed
DEL-003752,TRK-0015,2/5/2026 15:33,BR-037,BR-017,316.29,28.37,Delayed
DEL-003753,TRK-0726,2/27/2026 9:56,BR-007,BR-031,111.55,28.41,Completed
DEL-003754,TRK-0771,2/21/2026 8:25,BR-043,BR-011,373.8,39.82,Completed
DEL-003755,TRK-0750,2/1/2026 15:28,BR-045,BR-014,22.01,1.94,Completed
DEL-003756,TRK-0471,3/2/2026 20:33,BR-013,BR-049,431.04,77.06,Completed
DEL-003757,TRK-0529,2/15/2026 20:59,BR-045,BR-010,334.47,34.23,Completed
DEL-003758,TRK-0203,2/9/2026 21:42,BR-024,BR-030,49.75,13.76,Completed
DEL-003759,TRK-0416,2/16/2026 14:15,BR-029,BR-016,33.93,11.23,Completed
DEL-003760,TRK-0255,2/20/2026 9:45,BR-004,BR-027,347.48,52.29,Delayed
DEL-003761,TRK-0740,3/2/2026 22:18,BR-022,BR-027,341.5,28.52,Cancelled
DEL-003762,TRK-0462,2/25/2026 10:05,BR-046,BR-039,214.99,28.56,Completed
DEL-003763,TRK-0943,2/21/2026 16:16,BR-007,BR-025,108.43,26,Cancelled
DEL-003764,TRK-0169,2/14/2026 20:53,BR-030,BR-043,352.5,111.3,Delayed
DEL-003765,TRK-0602,2/12/2026 10:38,BR-018,BR-031,52.54,4.97,Cancelled
DEL-003766,TRK-0737,2/18/2026 7:40,BR-042,BR-044,243.98,30.83,Completed
DEL-003767,TRK-0257,2/21/2026 19:54,BR-002,BR-047,305.3,76.44,Completed
DEL-003768,TRK-0567,2/5/2026 13:25,BR-045,BR-028,491.44,110.6,Completed
DEL-003769,TRK-0827,2/13/2026 8:14,BR-035,BR-043,387.55,40.38,Completed
DEL-003770,TRK-0670,2/22/2026 21:37,BR-031,BR-046,22.65,2.08,Cancelled
DEL-003771,TRK-0474,2/17/2026 21:45,BR-025,BR-041,50.93,5.74,Cancelled
DEL-003772,TRK-0658,2/22/2026 20:48,BR-006,BR-041,382.21,76.02,Delayed
DEL-003773,TRK-0264,2/23/2026 9:06,BR-008,BR-038,491.48,45.71,Completed
DEL-003774,TRK-0851,2/13/2026 9:13,BR-013,BR-003,270.78,31.89,Completed
DEL-003775,TRK-0176,2/16/2026 10:12,BR-030,BR-004,216.85,23.26,Completed
DEL-003776,TRK-0923,2/16/2026 20:33,BR-004,BR-025,116.82,30.27,Completed
DEL-003777,TRK-0728,3/2/2026 7:51,BR-042,BR-040,392.32,56.82,Completed
DEL-003778,TRK-0949,2/18/2026 18:27,BR-049,BR-036,182.51,24.46,Delayed
DEL-003779,TRK-0495,2/7/2026 8:25,BR-032,BR-020,11.52,1.13,Cancelled
DEL-003780,TRK-0071,2/15/2026 11:45,BR-004,BR-011,171.81,55.27,Completed
DEL-003781,TRK-0424,2/13/2026 13:03,BR-016,BR-027,302.27,62.94,Cancelled
DEL-003782,TRK-0375,2/25/2026 13:25,BR-048,BR-002,75.06,6.51,Cancelled
DEL-003783,TRK-0552,2/23/2026 8:06,BR-007,BR-000,294.39,36.58,Completed
DEL-003784,TRK-0805,2/15/2026 12:58,BR-012,BR-005,477.89,58.25,Completed
DEL-003785,TRK-0706,2/11/2026 19:55,BR-045,BR-017,295.79,28.5,Cancelled
DEL-003786,TRK-0375,2/9/2026 12:13,BR-015,BR-002,457.99,76.28,Completed
DEL-003787,TRK-0105,2/22/2026 7:44,BR-049,BR-046,294.56,24.78,Completed
DEL-003788,TRK-0205,2/5/2026 19:25,BR-033,BR-048,153.79,16.69,Cancelled
DEL-003789,TRK-0571,2/10/2026 21:12,BR-002,BR-015,458.64,42.95,Completed
DEL-003790,TRK-0709,2/11/2026 18:48,BR-008,BR-049,66.79,16.85,Delayed
DEL-003791,TRK-0492,2/8/2026 6:52,BR-017,BR-025,47.48,12.32,Completed
DEL-003792,TRK-0748,2/16/2026 14:10,BR-001,BR-046,112.99,13.6,Delayed
DEL-003793,TRK-0033,3/1/2026 19:03,BR-033,BR-023,155.46,31.22,Completed
DEL-003794,TRK-0741,2/14/2026 22:36,BR-048,BR-006,337.8,63.16,Completed
DEL-003795,TRK-0583,3/1/2026 13:47,BR-027,BR-013,448,59.26,Completed
DEL-003796,TRK-0586,2/19/2026 18:14,BR-002,BR-022,181.72,34.59,Cancelled
DEL-003797,TRK-0319,2/16/2026 20:07,BR-036,BR-005,144.8,34.47,Completed
DEL-003798,TRK-0274,2/11/2026 22:34,BR-022,BR-019,311.98,41.27,Completed
DEL-003799,TRK-0839,2/27/2026 15:39,BR-025,BR-028,373.85,75.61,Completed
DEL-003800,TRK-0970,2/26/2026 8:49,BR-033,BR-044,18.9,2.31,Cancelled
DEL-003801,TRK-0893,2/4/2026 14:40,BR-020,BR-013,494.81,69.38,Completed
DEL-003802,TRK-0410,2/4/2026 19:35,BR-046,BR-038,152.41,19.33,Completed
DEL-003803,TRK-0154,3/2/2026 15:28,BR-017,BR-003,95.02,22.54,Completed
DEL-003804,TRK-0878,3/1/2026 19:19,BR-018,BR-029,309.68,37.38,Completed
DEL-003805,TRK-0775,2/19/2026 15:29,BR-023,BR-047,478.32,121.08,Delayed
DEL-003806,TRK-0995,3/2/2026 22:39,BR-043,BR-025,444.83,47.68,Completed
DEL-003807,TRK-0339,2/1/2026 7:56,BR-008,BR-013,480.36,41.95,Completed
DEL-003808,TRK-0584,2/18/2026 6:38,BR-041,BR-047,495.29,43.5,Completed
DEL-003809,TRK-0782,2/14/2026 6:17,BR-027,BR-009,70.45,13.99,Completed
DEL-003810,TRK-0706,2/20/2026 18:33,BR-035,BR-041,254.17,47.3,Cancelled
DEL-003811,TRK-0319,2/20/2026 22:23,BR-006,BR-007,23,2.43,Delayed
DEL-003812,TRK-0417,3/2/2026 16:05,BR-019,BR-048,73.19,6.53,Completed
DEL-003813,TRK-0450,3/1/2026 16:07,BR-034,BR-000,222.53,55.49,Completed
DEL-003814,TRK-0814,2/13/2026 6:31,BR-025,BR-004,15.78,1.55,Delayed
DEL-003815,TRK-0620,2/28/2026 21:30,BR-014,BR-049,92.98,12.36,Completed
DEL-003816,TRK-0655,2/23/2026 6:18,BR-035,BR-041,87.06,8.16,Delayed
DEL-003817,TRK-0448,2/27/2026 22:26,BR-011,BR-006,274.66,39.37,Cancelled
DEL-003818,TRK-0117,2/9/2026 19:45,BR-048,BR-024,40.25,5.55,Cancelled
DEL-003819,TRK-0568,2/17/2026 11:01,BR-031,BR-044,115.32,16.88,Cancelled
DEL-003820,TRK-0673,2/4/2026 11:29,BR-049,BR-027,282.9,72.61,Completed
DEL-003821,TRK-0045,3/1/2026 19:26,BR-021,BR-026,472.72,52.74,Completed
DEL-003822,TRK-0685,2/16/2026 18:58,BR-001,BR-044,497.49,62.03,Cancelled
DEL-003823,TRK-0446,2/11/2026 22:09,BR-015,BR-031,418.4,36.03,Cancelled
DEL-003824,TRK-0953,2/25/2026 16:13,BR-042,BR-033,230.91,28.69,Completed
DEL-003825,TRK-0426,3/2/2026 8:33,BR-044,BR-005,437.02,36.62,Completed
DEL-003826,TRK-0639,3/2/2026 19:01,BR-004,BR-021,54.75,10.88,Completed
DEL-003827,TRK-0279,2/12/2026 17:14,BR-005,BR-026,164.99,17.5,Completed
DEL-003828,TRK-0850,2/7/2026 7:02,BR-009,BR-021,455.17,44.41,Delayed
DEL-003829,TRK-0213,2/18/2026 13:12,BR-049,BR-020,165.84,24.3,Completed
DEL-003830,TRK-0580,2/5/2026 9:45,BR-020,BR-007,29.31,7.7,Cancelled
DEL-003831,TRK-0144,2/27/2026 20:41,BR-032,BR-044,423.26,60.67,Completed
DEL-003832,TRK-0251,2/17/2026 8:03,BR-010,BR-009,284.39,34.91,Completed
DEL-003833,TRK-0825,2/9/2026 8:23,BR-009,BR-016,229.83,45.65,Completed
DEL-003834,TRK-0927,2/23/2026 20:23,BR-034,BR-028,178.63,16.97,Completed
DEL-003835,TRK-0982,2/27/2026 20:18,BR-032,BR-041,343.99,31.32,Cancelled
DEL-003836,TRK-0358,2/3/2026 22:28,BR-043,BR-004,76.35,11.02,Completed
DEL-003837,TRK-0546,2/12/2026 6:45,BR-014,BR-042,400.23,43.17,Completed
DEL-003838,TRK-0895,2/5/2026 10:03,BR-027,BR-017,79.48,6.75,Completed
DEL-003839,TRK-0947,2/9/2026 17:40,BR-011,BR-033,135.51,21.21,Completed
DEL-003840,TRK-0917,2/27/2026 10:47,BR-034,BR-011,432.96,49.94,Completed
DEL-003841,TRK-0057,2/18/2026 15:41,BR-034,BR-041,237.23,35.33,Completed
DEL-003842,TRK-0844,2/8/2026 21:17,BR-004,BR-003,93.16,8.5,Completed
DEL-003843,TRK-0608,2/8/2026 12:30,BR-045,BR-023,456.01,70.7,Completed
DEL-003844,TRK-0249,2/28/2026 11:05,BR-046,BR-015,332.39,45.13,Cancelled
DEL-003845,TRK-0819,2/15/2026 13:21,BR-008,BR-001,197.16,17.8,Completed
DEL-003846,TRK-0453,2/19/2026 13:24,BR-000,BR-010,373.83,59.85,Cancelled
DEL-003847,TRK-0951,2/24/2026 15:55,BR-018,BR-025,249.81,55.7,Delayed
DEL-003848,TRK-0724,2/11/2026 11:19,BR-020,BR-047,176.91,57.18,Completed
DEL-003849,TRK-0338,2/27/2026 11:29,BR-013,BR-031,455.11,79.65,Cancelled
DEL-003850,TRK-0010,2/22/2026 18:32,BR-046,BR-036,217.6,36.91,Delayed
DEL-003851,TRK-0356,2/20/2026 6:18,BR-022,BR-017,42.85,5.53,Completed
DEL-003852,TRK-0007,2/10/2026 19:41,BR-039,BR-004,404.78,116.67,Cancelled
DEL-003853,TRK-0419,2/24/2026 20:46,BR-042,BR-040,490.07,68.78,Delayed
DEL-003854,TRK-0090,2/14/2026 13:18,BR-006,BR-026,173.85,16.11,Delayed
DEL-003855,TRK-0304,2/6/2026 22:55,BR-005,BR-033,450.36,71.75,Completed
DEL-003856,TRK-0832,2/1/2026 22:02,BR-007,BR-046,417.07,45.88,Completed
DEL-003857,TRK-0544,2/5/2026 6:04,BR-004,BR-013,415.89,58.28,Delayed
DEL-003858,TRK-0579,2/27/2026 11:40,BR-014,BR-046,196.06,21.1,Completed
DEL-003859,TRK-0763,2/11/2026 6:15,BR-033,BR-026,267.79,24.85,Cancelled
DEL-003860,TRK-0766,2/6/2026 7:21,BR-009,BR-022,74.1,7.03,Delayed
DEL-003861,TRK-0773,2/2/2026 11:57,BR-024,BR-038,251.61,49.61,Delayed
DEL-003862,TRK-0137,2/5/2026 7:24,BR-041,BR-043,361.64,74.41,Delayed
DEL-003863,TRK-0354,2/23/2026 18:28,BR-017,BR-009,248.23,47.4,Completed
DEL-003864,TRK-0285,2/19/2026 21:58,BR-044,BR-006,353.84,33.95,Completed
DEL-003865,TRK-0898,2/25/2026 18:24,BR-023,BR-027,241.37,21.75,Cancelled
DEL-003866,TRK-0925,2/14/2026 7:23,BR-007,BR-013,144.16,24.78,Completed
DEL-003867,TRK-0248,2/2/2026 12:14,BR-005,BR-045,68.61,10.25,Cancelled
DEL-003868,TRK-0176,2/25/2026 18:53,BR-007,BR-031,401.75,47.39,Delayed
DEL-003869,TRK-0449,2/4/2026 15:48,BR-008,BR-048,138.87,14.38,Completed
DEL-003870,TRK-0784,2/5/2026 9:19,BR-042,BR-041,361.65,55.14,Cancelled
DEL-003871,TRK-0802,2/1/2026 17:27,BR-039,BR-006,205.38,55.39,Completed
DEL-003872,TRK-0493,2/23/2026 21:13,BR-030,BR-010,140.44,22.31,Completed
DEL-003873,TRK-0953,2/17/2026 10:40,BR-027,BR-004,249.71,43.34,Completed
DEL-003874,TRK-0391,2/4/2026 11:52,BR-030,BR-018,428.95,136.41,Completed
DEL-003875,TRK-0653,2/25/2026 19:45,BR-044,BR-003,80.98,24.35,Delayed
DEL-003876,TRK-0102,2/16/2026 16:03,BR-031,BR-040,255.13,50.11,Cancelled
DEL-003877,TRK-0463,2/21/2026 13:59,BR-038,BR-009,251.42,21.33,Completed
DEL-003878,TRK-0405,3/1/2026 6:08,BR-004,BR-010,486.11,41.62,Cancelled
DEL-003879,TRK-0189,2/15/2026 8:49,BR-007,BR-035,75.69,9.45,Completed
DEL-003880,TRK-0970,2/17/2026 20:47,BR-020,BR-000,39.32,9.02,Completed
DEL-003881,TRK-0842,2/13/2026 15:08,BR-006,BR-013,215.11,26.69,Delayed
DEL-003882,TRK-0577,2/19/2026 9:41,BR-019,BR-007,477.61,115.74,Delayed
DEL-003883,TRK-0416,2/24/2026 14:40,BR-013,BR-046,371.02,56.49,Completed
DEL-003884,TRK-0961,2/13/2026 13:53,BR-032,BR-040,21.94,3.48,Completed
DEL-003885,TRK-0865,2/4/2026 18:44,BR-049,BR-014,167.65,17.32,Completed
DEL-003886,TRK-0593,2/2/2026 11:49,BR-017,BR-030,415.01,50.35,Cancelled
DEL-003887,TRK-0426,2/19/2026 7:45,BR-023,BR-027,354.77,32.73,Delayed
DEL-003888,TRK-0566,2/20/2026 20:52,BR-021,BR-011,17.83,2.52,Completed
DEL-003889,TRK-0768,2/20/2026 19:01,BR-012,BR-003,293.08,27.31,Completed
DEL-003890,TRK-0249,2/17/2026 9:59,BR-021,BR-035,325.11,28.54,Completed
DEL-003891,TRK-0372,2/4/2026 19:48,BR-032,BR-042,446.59,85.43,Completed
DEL-003892,TRK-0191,2/16/2026 12:07,BR-013,BR-014,260.84,30.29,Completed
DEL-003893,TRK-0310,2/26/2026 7:17,BR-040,BR-008,124.02,15.6,Completed
DEL-003894,TRK-0105,2/11/2026 10:28,BR-038,BR-003,234.89,25.9,Completed
DEL-003895,TRK-0438,2/6/2026 14:43,BR-034,BR-041,257.7,22.15,Cancelled
DEL-003896,TRK-0600,2/21/2026 14:40,BR-013,BR-026,228.51,27.28,Cancelled
DEL-003897,TRK-0404,2/13/2026 21:24,BR-038,BR-029,153.71,19.36,Cancelled
DEL-003898,TRK-0688,2/26/2026 21:41,BR-044,BR-029,107.53,15.78,Completed
DEL-003899,TRK-0689,2/15/2026 20:41,BR-002,BR-003,303.48,34.76,Completed
DEL-003900,TRK-0540,2/1/2026 15:19,BR-038,BR-031,120.87,10.08,Delayed
DEL-003901,TRK-0726,2/19/2026 11:58,BR-009,BR-022,288.08,83.58,Completed
DEL-003902,TRK-0527,3/2/2026 6:25,BR-041,BR-047,220.19,22.74,Completed
DEL-003903,TRK-0028,2/8/2026 10:26,BR-005,BR-046,169.36,22.77,Completed
DEL-003904,TRK-0295,3/2/2026 13:24,BR-007,BR-004,335.62,44.45,Delayed
DEL-003905,TRK-0126,2/18/2026 16:14,BR-036,BR-005,434.11,124.4,Completed
DEL-003906,TRK-0444,2/25/2026 20:43,BR-037,BR-032,421.24,36.41,Cancelled
DEL-003907,TRK-0336,2/17/2026 9:22,BR-045,BR-044,42.2,3.85,Completed
DEL-003908,TRK-0520,2/28/2026 14:48,BR-002,BR-013,46.55,11.7,Cancelled
DEL-003909,TRK-0640,2/1/2026 18:34,BR-017,BR-024,177.21,23.37,Cancelled
DEL-003910,TRK-0288,3/2/2026 21:33,BR-009,BR-022,270,83.98,Completed
DEL-003911,TRK-0619,2/2/2026 18:38,BR-021,BR-037,73.34,6.3,Completed
DEL-003912,TRK-0447,2/10/2026 11:36,BR-029,BR-043,122.47,15.23,Cancelled
DEL-003913,TRK-0996,2/3/2026 13:55,BR-013,BR-028,411.03,41.06,Delayed
DEL-003914,TRK-0671,2/27/2026 7:22,BR-004,BR-021,451.96,58.53,Completed
DEL-003915,TRK-0809,2/17/2026 19:46,BR-030,BR-004,273.92,52.76,Completed
DEL-003916,TRK-0300,2/9/2026 11:24,BR-028,BR-031,89.25,22.62,Completed
DEL-003917,TRK-0072,2/10/2026 21:08,BR-018,BR-002,223.15,57.54,Completed
DEL-003918,TRK-0437,2/12/2026 10:29,BR-026,BR-033,242.37,32.53,Completed
DEL-003919,TRK-0398,2/23/2026 8:37,BR-021,BR-012,492.88,108.48,Completed
DEL-003920,TRK-0540,2/22/2026 6:14,BR-019,BR-003,270.65,73.12,Cancelled
DEL-003921,TRK-0356,2/14/2026 8:18,BR-014,BR-035,32.83,4.23,Cancelled
DEL-003922,TRK-0242,3/2/2026 21:02,BR-000,BR-013,298.04,43.65,Cancelled
DEL-003923,TRK-0547,2/10/2026 11:10,BR-011,BR-001,459.33,112.61,Delayed
DEL-003924,TRK-0646,2/8/2026 7:37,BR-016,BR-002,292.76,34.78,Delayed
DEL-003925,TRK-0981,2/12/2026 13:26,BR-024,BR-032,173.11,36.03,Completed
DEL-003926,TRK-0101,2/1/2026 6:28,BR-046,BR-011,221.38,28.46,Completed
DEL-003927,TRK-0253,2/21/2026 7:09,BR-026,BR-008,32.03,9.09,Cancelled
DEL-003928,TRK-0751,2/5/2026 19:20,BR-007,BR-042,441.5,97.89,Cancelled
DEL-003929,TRK-0075,2/6/2026 9:27,BR-014,BR-023,209.4,26.82,Completed
DEL-003930,TRK-0462,2/1/2026 17:10,BR-017,BR-034,186.14,24.64,Completed
DEL-003931,TRK-0029,2/13/2026 8:21,BR-010,BR-017,475.09,58.78,Cancelled
DEL-003932,TRK-0786,2/10/2026 22:50,BR-018,BR-005,424.36,57.47,Cancelled
DEL-003933,TRK-0836,2/13/2026 16:20,BR-048,BR-040,284.48,29.15,Completed
DEL-003934,TRK-0291,2/17/2026 13:58,BR-014,BR-025,275.63,51.86,Completed
DEL-003935,TRK-0744,2/7/2026 11:17,BR-043,BR-021,478.62,72.79,Completed
DEL-003936,TRK-0510,2/28/2026 18:32,BR-044,BR-011,259.55,65.74,Completed
DEL-003937,TRK-0239,2/19/2026 6:04,BR-005,BR-024,181.43,33.19,Delayed
DEL-003938,TRK-0267,2/21/2026 8:25,BR-001,BR-000,494.06,46.99,Completed
DEL-003939,TRK-0231,2/1/2026 17:16,BR-012,BR-013,359.9,88.82,Cancelled
DEL-003940,TRK-0443,2/13/2026 8:56,BR-034,BR-022,38.75,8.07,Completed
DEL-003941,TRK-0821,2/14/2026 6:17,BR-002,BR-012,268.37,69,Completed
DEL-003942,TRK-0356,2/13/2026 19:13,BR-011,BR-002,122.8,11.65,Completed
DEL-003943,TRK-0125,2/14/2026 20:40,BR-034,BR-037,293.98,28.9,Completed
DEL-003944,TRK-0833,2/10/2026 20:14,BR-033,BR-006,241.43,22.46,Completed
DEL-003945,TRK-0752,2/1/2026 6:41,BR-020,BR-045,169.32,51.84,Completed
DEL-003946,TRK-0344,3/1/2026 11:58,BR-037,BR-047,241.71,60.03,Cancelled
DEL-003947,TRK-0416,2/7/2026 14:03,BR-049,BR-042,446.91,44.99,Completed
DEL-003948,TRK-0537,2/17/2026 17:34,BR-032,BR-033,464.06,47.77,Delayed
DEL-003949,TRK-0028,2/27/2026 16:11,BR-048,BR-028,222.25,24.23,Delayed
DEL-003950,TRK-0181,2/20/2026 20:00,BR-004,BR-049,47.35,12.57,Completed
DEL-003951,TRK-0166,2/19/2026 21:57,BR-023,BR-030,53.3,7.83,Cancelled
DEL-003952,TRK-0838,2/11/2026 11:38,BR-035,BR-019,278.76,66.3,Completed
