branch_id,product_id,stock_level,reorder_point
BR-003,PROD-09924,269,151
BR-003,PROD-04052,70,51
BR-003,PROD-09998,338,196
BR-003,PROD-08718,645,112
BR-003,PROD-04729,114,189
BR-003,PROD-02057,929,55
BR-003,PROD-08593,301,126
BR-003,PROD-01273,795,174
BR-003,PROD-06160,623,122
BR-003,PROD-04414,26,133
BR-003,PROD-05235,38,133
BR-003,PROD-02532,803,76
BR-003,PROD-08107,341,199
BR-003,PROD-01878,279,53
BR-003,PROD-09894,418,65
BR-003,PROD-04273,248,134
BR-003,PROD-04878,429,91
BR-003,PROD-03438,472,52
BR-003,PROD-02488,912,148
BR-003,PROD-01396,77,54
BR-003,PROD-02450,672,142
BR-003,PROD-09298,40,64
BR-003,PROD-04180,789,75
BR-003,PROD-00023,497,76
BR-003,PROD-03214,996,143
BR-003,PROD-08480,250,162
BR-003,PROD-00940,152,192
BR-003,PROD-01094,907,74
BR-003,PROD-00971,472,173
BR-003,PROD-02930,764,117
BR-003,PROD-09023,6,192
BR-003,PROD-04741,629,192
BR-003,PROD-08908,537,129
BR-003,PROD-08948,484,197
BR-003,PROD-03946,452,143
BR-003,PROD-05734,672,104
BR-003,PROD-01188,76,80
BR-003,PROD-05715,371,124
BR-003,PROD-07884,330,66
BR-003,PROD-04168,431,126
BR-003,PROD-01848,219,112
BR-003,PROD-06089,706,200
BR-003,PROD-01335,541,83
BR-003,PROD-06686,532,186
BR-003,PROD-02737,240,148
BR-003,PROD-06871,864,168
BR-003,PROD-03598,989,50
BR-003,PROD-01788,41,166
BR-003,PROD-05021,258,76
BR-003,PROD-00412,870,191
BR-003,PROD-04834,561,156
BR-003,PROD-07936,564,85
BR-003,PROD-03346,787,191
BR-003,PROD-01623,703,175
BR-003,PROD-06416,747,140
BR-003,PROD-06660,501,74
BR-003,PROD-03239,601,188
BR-003,PROD-00391,559,167
BR-003,PROD-03903,842,97
BR-003,PROD-01512,649,99
BR-003,PROD-08136,53,162
BR-003,PROD-01475,349,138
BR-003,PROD-08769,849,171
BR-003,PROD-09008,848,190
BR-003,PROD-06092,416,74
BR-003,PROD-06571,388,131
BR-003,PROD-00437,880,191
BR-003,PROD-07397,258,75
BR-003,PROD-00349,761,100
BR-003,PROD-09656,855,51
BR-003,PROD-07898,37,102
BR-003,PROD-04508,954,91
BR-003,PROD-04087,168,55
BR-003,PROD-02826,417,124
BR-003,PROD-09106,411,95
BR-003,PROD-03569,22,157
BR-003,PROD-06551,666,159
BR-003,PROD-07737,499,94
BR-003,PROD-05701,630,178
BR-003,PROD-01839,246,156
BR-003,PROD-00308,798,71
BR-003,PROD-09814,606,128
BR-003,PROD-02247,730,71
BR-003,PROD-06940,740,57
BR-003,PROD-08279,185,178
BR-003,PROD-09982,718,95
BR-003,PROD-09560,611,153
BR-003,PROD-06128,206,180
BR-003,PROD-03852,703,51
BR-003,PROD-05640,180,161
BR-003,PROD-02788,319,89
BR-003,PROD-05920,853,193
BR-003,PROD-06167,55,109
BR-003,PROD-07494,76,138
BR-003,PROD-04348,109,91
BR-003,PROD-05716,173,160
BR-003,PROD-04892,322,184
BR-003,PROD-05453,87,163
BR-003,PROD-04401,473,94
BR-003,PROD-09714,595,97
BR-003,PROD-08426,353,169
BR-003,PROD-02138,543,100
BR-003,PROD-02514,434,109
BR-003,PROD-03818,425,185
BR-003,PROD-06283,109,82
BR-003,PROD-09503,227,54
BR-003,PROD-06688,333,106
BR-003,PROD-01570,152,133
BR-003,PROD-08016,141,158
BR-003,PROD-09378,49,60
BR-003,PROD-05469,70,72
BR-003,PROD-04738,552,77
BR-003,PROD-03010,909,97
BR-003,PROD-09160,939,112
BR-003,PROD-06443,939,54
BR-003,PROD-07089,491,104
BR-003,PROD-08905,537,184
BR-003,PROD-03634,960,193
BR-003,PROD-05223,673,65
BR-003,PROD-07272,956,69
BR-003,PROD-01199,644,86
BR-003,PROD-05533,170,72
BR-003,PROD-03497,139,117
BR-003,PROD-02555,640,100
BR-003,PROD-03895,764,156
BR-003,PROD-02072,358,82
BR-003,PROD-09875,972,74
BR-003,PROD-02273,61,69
BR-003,PROD-00660,32,163
BR-003,PROD-08206,821,119
BR-003,PROD-02472,340,95
BR-003,PROD-03683,929,62
BR-003,PROD-06807,742,139
BR-003,PROD-05010,720,63
BR-003,PROD-06235,35,200
BR-003,PROD-00309,940,197
BR-003,PROD-09821,81,67
BR-003,PROD-08454,622,168
BR-003,PROD-06114,119,132
BR-003,PROD-02527,516,57
BR-003,PROD-00947,522,145
BR-003,PROD-07801,642,81
BR-003,PROD-03719,85,66
BR-003,PROD-05409,857,132
BR-003,PROD-07307,23,127
BR-003,PROD-01909,109,92
BR-003,PROD-04530,846,91
BR-003,PROD-06041,742,137
BR-003,PROD-08781,61,69
BR-003,PROD-05892,116,92
BR-003,PROD-03884,927,178
BR-003,PROD-05566,466,134
BR-003,PROD-08748,61,183
BR-003,PROD-09580,186,151
BR-003,PROD-07894,478,60
BR-003,PROD-02127,199,194
BR-003,PROD-02323,56,200
BR-003,PROD-08920,496,113
BR-003,PROD-03152,571,52
BR-003,PROD-08336,449,200
BR-003,PROD-01269,96,122
BR-003,PROD-06493,619,111
BR-003,PROD-01113,504,77
BR-003,PROD-01123,614,73
BR-003,PROD-06112,32,120
BR-003,PROD-09816,378,78
BR-003,PROD-01858,310,81
BR-003,PROD-01208,261,147
BR-003,PROD-07442,721,187
BR-003,PROD-09602,513,80
BR-003,PROD-02890,806,176
BR-003,PROD-03702,325,154
BR-003,PROD-04824,65,60
BR-003,PROD-05037,579,139
BR-003,PROD-01576,568,108
BR-003,PROD-03977,812,125
BR-003,PROD-00836,552,111
BR-003,PROD-04202,347,66
BR-003,PROD-01603,836,90
BR-003,PROD-06323,478,135
BR-003,PROD-09372,896,108
BR-003,PROD-01915,983,156
BR-003,PROD-00585,762,97
BR-003,PROD-07989,308,171
BR-003,PROD-04700,628,64
BR-003,PROD-02334,362,96
BR-003,PROD-00167,783,108
BR-003,PROD-03825,699,99
BR-003,PROD-06398,963,128
BR-003,PROD-01485,487,136
BR-003,PROD-02036,13,197
BR-003,PROD-07800,871,67
BR-003,PROD-04887,915,173
BR-003,PROD-05480,563,99
BR-003,PROD-08778,364,157
BR-003,PROD-04486,196,146
BR-003,PROD-08205,952,119
BR-003,PROD-03739,863,58
BR-003,PROD-09783,645,144
BR-003,PROD-01873,540,134
BR-003,PROD-07258,518,191
BR-003,PROD-09969,74,75
BR-003,PROD-08902,558,145
BR-003,PROD-09855,358,165
BR-003,PROD-08135,486,71
BR-003,PROD-08673,482,55
BR-003,PROD-02439,453,165
BR-003,PROD-03675,369,170
BR-003,PROD-00021,436,160
BR-003,PROD-00818,931,83
BR-003,PROD-02360,932,168
BR-003,PROD-03459,73,64
BR-003,PROD-00935,871,149
BR-003,PROD-01634,105,58
BR-003,PROD-06434,291,94
BR-003,PROD-03783,796,58
BR-003,PROD-03460,255,55
BR-003,PROD-05173,484,102
BR-003,PROD-02760,943,139
BR-003,PROD-04885,239,193
BR-003,PROD-00234,399,185
BR-003,PROD-00768,147,178
BR-003,PROD-01220,67,132
BR-003,PROD-00238,637,169
BR-003,PROD-09108,549,55
BR-003,PROD-02258,9,169
BR-003,PROD-00523,953,193
BR-003,PROD-06320,393,79
BR-003,PROD-00480,941,159
BR-003,PROD-09519,619,50
BR-003,PROD-04225,63,183
BR-003,PROD-02135,325,112
BR-003,PROD-01461,266,169
BR-003,PROD-01508,335,130
BR-003,PROD-01165,62,162
BR-003,PROD-04740,304,184
BR-003,PROD-03979,101,116
BR-003,PROD-06895,306,128
BR-003,PROD-01138,242,117
BR-003,PROD-07626,287,155
BR-003,PROD-08176,763,93
BR-003,PROD-03388,409,152
BR-003,PROD-09649,178,156
BR-003,PROD-04517,789,105
BR-003,PROD-04537,611,138
BR-003,PROD-08270,98,199
BR-003,PROD-06435,987,183
BR-003,PROD-06360,110,108
BR-003,PROD-01819,547,109
BR-003,PROD-02066,193,121
BR-003,PROD-04927,936,127
BR-003,PROD-06853,972,70
BR-003,PROD-06029,326,136
BR-003,PROD-06520,923,96
BR-003,PROD-01807,587,90
BR-003,PROD-06766,473,168
BR-003,PROD-04743,482,166
BR-003,PROD-05115,91,98
BR-003,PROD-09109,378,186
BR-003,PROD-06585,632,155
BR-003,PROD-00067,120,150
BR-003,PROD-08326,23,64
BR-003,PROD-03431,82,102
BR-003,PROD-04317,106,79
BR-003,PROD-04217,248,176
BR-003,PROD-04559,513,163
BR-003,PROD-06468,69,188
BR-003,PROD-07030,482,168
BR-003,PROD-05084,681,184
BR-003,PROD-02408,656,198
BR-003,PROD-02844,169,196
BR-003,PROD-00342,874,111
BR-003,PROD-09467,59,197
BR-003,PROD-09746,58,165
BR-003,PROD-06474,974,170
BR-003,PROD-05270,144,131
BR-003,PROD-08711,567,126
BR-003,PROD-06021,49,63
BR-003,PROD-05545,620,51
BR-003,PROD-06587,876,156
BR-003,PROD-03743,966,97
BR-003,PROD-06196,648,134
BR-003,PROD-09859,26,199
BR-003,PROD-04440,788,119
BR-003,PROD-05487,418,148
BR-003,PROD-08401,682,151
BR-003,PROD-09754,3,135
BR-003,PROD-06267,904,50
BR-003,PROD-08357,426,182
BR-003,PROD-06072,580,56
BR-003,PROD-01068,958,96
BR-003,PROD-03347,834,143
BR-003,PROD-06159,758,144
BR-003,PROD-05600,751,90
BR-003,PROD-01590,882,179
BR-003,PROD-05204,533,166
BR-003,PROD-09581,202,167
BR-003,PROD-04001,653,193
BR-003,PROD-03987,269,56
BR-003,PROD-07565,452,52
BR-003,PROD-03966,269,79
BR-003,PROD-09586,595,56
BR-003,PROD-05617,177,118
BR-003,PROD-07805,841,80
BR-003,PROD-01240,420,76
BR-003,PROD-01424,507,164
BR-003,PROD-08443,139,98
BR-003,PROD-03551,967,177
BR-003,PROD-08817,583,162
BR-003,PROD-06889,779,108
BR-003,PROD-07167,32,195
BR-003,PROD-00177,866,53
BR-003,PROD-02961,336,107
BR-003,PROD-03846,829,99
BR-003,PROD-07227,778,64
BR-003,PROD-09930,118,91
BR-003,PROD-07365,337,81
BR-003,PROD-05515,868,184
BR-003,PROD-05262,437,122
BR-003,PROD-08796,458,55
BR-003,PROD-09565,264,185
BR-003,PROD-06345,381,131
BR-003,PROD-07870,46,93
BR-003,PROD-05530,209,71
BR-003,PROD-06076,254,165
BR-003,PROD-08772,993,125
BR-003,PROD-05052,726,119
BR-003,PROD-05018,858,175
BR-003,PROD-06590,123,138
BR-003,PROD-04047,934,146
BR-003,PROD-06394,366,63
BR-003,PROD-06481,223,171
BR-003,PROD-04289,101,132
BR-003,PROD-04769,989,57
BR-003,PROD-08084,10,173
BR-003,PROD-03342,262,192
BR-003,PROD-08149,527,106
BR-003,PROD-02237,912,180
BR-003,PROD-02637,152,161
BR-003,PROD-03225,550,87
BR-003,PROD-04033,846,64
BR-003,PROD-06413,83,86
BR-003,PROD-07379,35,86
BR-003,PROD-09717,734,77
BR-003,PROD-04297,932,131
BR-003,PROD-08823,826,86
BR-003,PROD-08868,414,94
BR-003,PROD-07924,49,173
BR-003,PROD-08847,675,158
BR-003,PROD-05239,701,170
BR-003,PROD-00071,586,143
BR-003,PROD-03036,729,176
BR-003,PROD-05011,320,168
BR-003,PROD-04904,106,179
BR-003,PROD-05342,443,164
BR-003,PROD-01340,144,144
BR-003,PROD-02218,16,56
BR-003,PROD-09198,446,169
BR-003,PROD-03167,250,158
BR-003,PROD-01253,350,181
BR-003,PROD-06087,459,199
BR-003,PROD-00430,267,200
BR-003,PROD-06359,713,87
BR-003,PROD-06507,872,103
BR-003,PROD-06144,122,138
BR-003,PROD-09028,110,78
BR-003,PROD-09912,8,192
BR-003,PROD-04549,80,176
BR-003,PROD-03737,524,100
BR-003,PROD-08029,80,108
BR-003,PROD-01322,337,167
BR-003,PROD-08122,72,65
BR-003,PROD-00286,605,100
BR-003,PROD-01449,709,154
BR-003,PROD-00075,435,78
BR-003,PROD-08471,495,154
BR-003,PROD-03949,369,179
BR-003,PROD-07941,1000,179
BR-003,PROD-00400,87,184
BR-003,PROD-06597,801,180
BR-003,PROD-09701,907,111
BR-003,PROD-03236,822,169
BR-003,PROD-09771,854,146
BR-003,PROD-07455,22,157
BR-003,PROD-07459,69,165
BR-003,PROD-04780,79,83
BR-003,PROD-02659,974,140
BR-003,PROD-00807,349,64
BR-003,PROD-03317,913,165
BR-003,PROD-00708,352,188
BR-003,PROD-08101,271,196
BR-003,PROD-08875,200,79
BR-003,PROD-04435,822,172
BR-003,PROD-01601,979,187
BR-003,PROD-02584,163,157
BR-003,PROD-03922,272,64
BR-003,PROD-05316,802,190
BR-003,PROD-09490,979,100
BR-003,PROD-01211,276,119
BR-003,PROD-07820,314,103
BR-003,PROD-04215,281,65
BR-003,PROD-08822,187,182
BR-003,PROD-06048,534,135
BR-003,PROD-09328,704,130
BR-003,PROD-05134,607,71
BR-003,PROD-01307,57,180
BR-003,PROD-06206,467,165
BR-003,PROD-03640,110,175
BR-003,PROD-07104,321,161
BR-003,PROD-00643,386,113
BR-003,PROD-03983,320,175
BR-003,PROD-08615,595,50
BR-003,PROD-09675,862,99
BR-003,PROD-09402,848,179
BR-003,PROD-02249,70,187
BR-003,PROD-08961,434,183
BR-003,PROD-01412,206,91
BR-003,PROD-00725,62,52
BR-003,PROD-07683,478,102
BR-003,PROD-09707,566,150
BR-003,PROD-01583,336,124
BR-003,PROD-06815,238,163
BR-003,PROD-02185,3,77
BR-003,PROD-06547,125,83
BR-003,PROD-08098,987,150
BR-003,PROD-03129,831,199
BR-003,PROD-06350,183,184
BR-003,PROD-05036,623,167
BR-003,PROD-04419,663,84
BR-003,PROD-07772,136,117
BR-003,PROD-00776,585,163
BR-003,PROD-05062,417,73
BR-003,PROD-08238,976,106
BR-003,PROD-01492,317,186
BR-003,PROD-00001,506,171
BR-003,PROD-01876,659,147
BR-003,PROD-07325,44,74
BR-003,PROD-08115,227,76
BR-003,PROD-05616,22,186
BR-003,PROD-07267,944,159
BR-003,PROD-07017,134,116
BR-003,PROD-02775,372,100
BR-003,PROD-08077,81,81
BR-003,PROD-00039,935,130
BR-003,PROD-02891,772,176
BR-003,PROD-04616,108,189
BR-003,PROD-09567,967,85
BR-003,PROD-05572,790,149
BR-003,PROD-03449,343,84
BR-003,PROD-09592,184,166
BR-003,PROD-05085,119,52
BR-003,PROD-00061,412,185
BR-003,PROD-00195,266,154
BR-003,PROD-07997,433,161
BR-003,PROD-04556,365,156
BR-003,PROD-06814,374,188
BR-003,PROD-06061,256,58
BR-003,PROD-01519,290,97
BR-003,PROD-04425,651,198
BR-003,PROD-03393,85,65
BR-003,PROD-09571,220,163
BR-003,PROD-02358,273,199
BR-003,PROD-05219,963,165
BR-003,PROD-06726,198,158
BR-003,PROD-04391,306,142
BR-003,PROD-05321,424,176
BR-003,PROD-04836,999,68
BR-003,PROD-09547,163,70
BR-003,PROD-05772,719,91
BR-003,PROD-03537,306,191
BR-003,PROD-09692,746,164
BR-003,PROD-03917,442,127
BR-003,PROD-02597,76,132
BR-003,PROD-02098,360,171
BR-003,PROD-07953,848,84
BR-003,PROD-09088,124,113
BR-003,PROD-09384,980,66
BR-003,PROD-01472,712,71
BR-003,PROD-02912,253,199
BR-003,PROD-05537,387,184
BR-003,PROD-01636,939,111
BR-003,PROD-09387,821,62
BR-003,PROD-08726,172,178
BR-003,PROD-02952,163,197
BR-003,PROD-08138,462,160
BR-003,PROD-07604,497,95
BR-003,PROD-03113,182,54
BR-003,PROD-05474,507,71
BR-003,PROD-06778,788,69
BR-003,PROD-09952,220,143
BR-003,PROD-07380,28,108
BR-003,PROD-06759,193,154
BR-003,PROD-00438,422,182
BR-003,PROD-05663,769,123
BR-003,PROD-00564,838,123
BR-003,PROD-00213,619,86
BR-003,PROD-07782,506,193
BR-003,PROD-09103,210,159
BR-003,PROD-03361,487,173
BR-003,PROD-06798,285,125
BR-003,PROD-01874,502,98
BR-003,PROD-03224,173,124
BR-003,PROD-06185,339,165
BR-003,PROD-04373,117,196
BR-003,PROD-07699,929,134
BR-003,PROD-04882,975,143
BR-003,PROD-08196,277,194
BR-003,PROD-07544,778,161
BR-003,PROD-00791,553,114
BR-003,PROD-01357,487,90
BR-003,PROD-04377,467,152
BR-003,PROD-02525,43,116
BR-003,PROD-06105,70,94
BR-003,PROD-00835,921,189
BR-003,PROD-05756,94,172
BR-003,PROD-05347,511,78
BR-003,PROD-01121,497,73
BR-003,PROD-04807,394,199
BR-003,PROD-05253,604,123
BR-003,PROD-09192,278,129
BR-003,PROD-01948,189,193
BR-003,PROD-04998,192,199
BR-003,PROD-03308,387,104
BR-003,PROD-04354,962,94
BR-003,PROD-04039,278,176
BR-003,PROD-08559,41,52
BR-003,PROD-03376,317,92
BR-003,PROD-09197,598,145
BR-003,PROD-00056,991,132
BR-003,PROD-09743,962,119
BR-003,PROD-08560,480,79
BR-003,PROD-01170,169,62
BR-003,PROD-04008,37,162
BR-003,PROD-01235,237,72
BR-003,PROD-01210,392,192
BR-003,PROD-04609,43,187
BR-003,PROD-07852,44,147
BR-003,PROD-00911,810,193
BR-003,PROD-04726,185,119
BR-003,PROD-08605,144,112
BR-003,PROD-05610,633,171
BR-003,PROD-09733,653,162
BR-003,PROD-04557,401,173
BR-003,PROD-04009,990,131
BR-003,PROD-08462,202,82
BR-003,PROD-05197,962,195
BR-003,PROD-07842,580,187
BR-003,PROD-01084,227,197
BR-003,PROD-08162,103,191
BR-003,PROD-07859,491,137
BR-003,PROD-05520,621,196
BR-003,PROD-03373,52,142
BR-003,PROD-09582,514,185
BR-003,PROD-00204,307,79
BR-003,PROD-00251,597,129
BR-003,PROD-01159,525,96
BR-003,PROD-03944,282,156
BR-003,PROD-05848,845,125
BR-003,PROD-08558,699,79
BR-003,PROD-04975,68,185
BR-003,PROD-04489,534,51
BR-003,PROD-08977,861,109
BR-003,PROD-07773,742,119
BR-003,PROD-04890,410,165
BR-003,PROD-01045,46,54
BR-003,PROD-05450,432,77
BR-003,PROD-04881,769,158
BR-003,PROD-01704,616,104
BR-003,PROD-00968,552,117
BR-003,PROD-07707,502,111
BR-003,PROD-06056,523,68
BR-003,PROD-00668,30,151
BR-003,PROD-04596,251,177
BR-003,PROD-06794,869,51
BR-003,PROD-00681,952,162
BR-003,PROD-06962,172,68
BR-003,PROD-00542,575,145
BR-003,PROD-02838,37,193
BR-003,PROD-04509,130,85
BR-003,PROD-06505,402,66
BR-003,PROD-01906,409,113
BR-003,PROD-01470,314,61
BR-003,PROD-01102,351,122
BR-003,PROD-07151,399,123
BR-003,PROD-00115,626,179
BR-003,PROD-07835,996,133
BR-003,PROD-00846,629,55
BR-003,PROD-00354,773,78
BR-003,PROD-05368,487,138
BR-003,PROD-09211,997,93
BR-003,PROD-01419,840,129
BR-003,PROD-07764,62,52
BR-003,PROD-06890,73,166
BR-003,PROD-05554,374,142
BR-003,PROD-02561,25,124
BR-003,PROD-04806,606,110
BR-003,PROD-08689,333,165
BR-003,PROD-05400,561,79
BR-003,PROD-05881,295,73
BR-003,PROD-08400,154,170
BR-003,PROD-04081,964,174
BR-003,PROD-09643,24,69
BR-003,PROD-06116,859,142
BR-003,PROD-00477,245,99
BR-003,PROD-08706,982,183
BR-003,PROD-08036,506,84
BR-003,PROD-04068,677,187
BR-003,PROD-02229,244,200
BR-003,PROD-03724,172,81
BR-003,PROD-04150,930,89
BR-003,PROD-09765,843,111
BR-003,PROD-03973,514,81
BR-003,PROD-03221,751,70
BR-003,PROD-07656,671,191
BR-003,PROD-05939,981,175
BR-003,PROD-08876,284,61
BR-003,PROD-00086,56,176
BR-003,PROD-03896,258,107
BR-003,PROD-02330,771,86
BR-003,PROD-06490,395,92
BR-003,PROD-03344,549,114
BR-003,PROD-06835,217,92
BR-003,PROD-02288,982,107
BR-003,PROD-04813,676,174
BR-003,PROD-08106,393,60
BR-003,PROD-07906,980,104
BR-003,PROD-07038,327,146
BR-003,PROD-09218,485,85
BR-003,PROD-08146,607,121
BR-003,PROD-05285,280,87
BR-003,PROD-07729,292,173
BR-003,PROD-02537,176,85
BR-003,PROD-07179,161,158
BR-003,PROD-06860,293,172
BR-003,PROD-07627,152,178
BR-003,PROD-02444,885,113
BR-003,PROD-00832,657,112
BR-003,PROD-08212,224,128
BR-003,PROD-05811,764,110
BR-003,PROD-08061,162,146
BR-003,PROD-09686,45,105
BR-003,PROD-06872,184,84
BR-003,PROD-02575,153,164
BR-003,PROD-01187,338,146
BR-003,PROD-07328,102,177
BR-003,PROD-06385,666,140
BR-003,PROD-04826,540,104
BR-003,PROD-06411,312,119
BR-003,PROD-03925,687,68
BR-003,PROD-09348,839,166
BR-003,PROD-05323,224,56
BR-003,PROD-09495,638,179
BR-003,PROD-08152,821,71
BR-003,PROD-08528,748,181
BR-003,PROD-03942,769,71
BR-003,PROD-06762,735,197
BR-003,PROD-07685,726,86
BR-003,PROD-04291,295,86
BR-003,PROD-00304,286,78
BR-003,PROD-05922,831,93
BR-003,PROD-09041,613,161
BR-003,PROD-07015,231,141
BR-003,PROD-08123,830,176
BR-003,PROD-07907,379,91
BR-003,PROD-02694,140,181
BR-003,PROD-07438,712,180
BR-003,PROD-09989,233,88
BR-003,PROD-03204,31,106
BR-003,PROD-04920,602,175
BR-003,PROD-03862,786,117
BR-003,PROD-03063,632,190
BR-003,PROD-04381,36,56
BR-003,PROD-02115,841,95
BR-003,PROD-06514,625,109
BR-003,PROD-09153,417,163
BR-003,PROD-04601,449,186
BR-003,PROD-06266,376,71
BR-003,PROD-00386,282,139
BR-003,PROD-00248,351,119
BR-003,PROD-03417,788,129
BR-003,PROD-05656,290,119
BR-003,PROD-05020,750,128
BR-003,PROD-06722,144,168
BR-003,PROD-01098,943,106
BR-003,PROD-03153,500,87
BR-003,PROD-00318,438,193
BR-003,PROD-08429,192,91
BR-003,PROD-06355,811,109
BR-003,PROD-08378,209,114
BR-003,PROD-08483,545,104
BR-003,PROD-05874,207,174
BR-003,PROD-01135,689,140
BR-003,PROD-09610,380,164
BR-003,PROD-03143,653,106
BR-003,PROD-01439,504,188
BR-003,PROD-09680,348,73
BR-003,PROD-03760,237,100
BR-003,PROD-00944,922,69
BR-003,PROD-05343,109,149
BR-003,PROD-06935,337,105
BR-003,PROD-02870,116,87
BR-003,PROD-02136,880,157
BR-003,PROD-03600,258,138
BR-003,PROD-05163,960,147
BR-003,PROD-08034,711,146
BR-003,PROD-01110,455,140
BR-003,PROD-03231,859,163
BR-003,PROD-01013,35,140
BR-003,PROD-06242,489,77
BR-003,PROD-02618,840,172
BR-003,PROD-05246,95,142
BR-003,PROD-09187,637,72
BR-003,PROD-00454,667,188
BR-003,PROD-00800,228,108
BR-003,PROD-03928,808,107
BR-003,PROD-09850,237,143
BR-003,PROD-07717,404,92
BR-003,PROD-06662,790,145
BR-003,PROD-07735,344,54
BR-003,PROD-08476,125,102
BR-003,PROD-09386,343,191
BR-003,PROD-06738,312,78
BR-003,PROD-05935,779,64
BR-003,PROD-07484,723,112
BR-003,PROD-05804,746,116
BR-003,PROD-06369,85,69
BR-003,PROD-06792,916,109
BR-003,PROD-05506,451,99
BR-003,PROD-00521,841,85
BR-003,PROD-09865,24,82
BR-003,PROD-09362,135,58
BR-003,PROD-07126,85,166
BR-003,PROD-07115,233,188
BR-003,PROD-05667,179,82
BR-003,PROD-06032,645,160
BR-003,PROD-02573,793,60
BR-003,PROD-06346,984,151
BR-003,PROD-05207,551,150
BR-003,PROD-08954,644,192
BR-003,PROD-02212,712,155
BR-003,PROD-03873,431,108
BR-003,PROD-03498,0,173
BR-003,PROD-05568,16,155
BR-003,PROD-03593,826,122
BR-003,PROD-09724,556,188
BR-003,PROD-01864,417,108
BR-003,PROD-03199,944,180
BR-003,PROD-06370,875,165
BR-003,PROD-02762,320,159
BR-003,PROD-08228,574,75
BR-003,PROD-05377,589,93
BR-003,PROD-09368,639,195
BR-003,PROD-07614,779,134
BR-003,PROD-07507,587,70
BR-003,PROD-07926,88,54
BR-003,PROD-06880,131,184
BR-003,PROD-02947,312,198
BR-003,PROD-00083,665,103
BR-003,PROD-00979,538,98
BR-003,PROD-06296,327,53
BR-003,PROD-00723,835,195
BR-003,PROD-00036,250,87
BR-003,PROD-08134,956,163
BR-003,PROD-02361,377,98
BR-003,PROD-01599,131,149
BR-003,PROD-06130,621,124
BR-003,PROD-01431,868,178
BR-003,PROD-02295,762,151
BR-003,PROD-06152,195,82
BR-003,PROD-04779,56,70
BR-003,PROD-09148,864,112
BR-003,PROD-05055,743,53
BR-003,PROD-00915,867,151
BR-003,PROD-06809,856,132
BR-003,PROD-06824,799,100
BR-003,PROD-01474,206,93
BR-003,PROD-08465,242,150
BR-003,PROD-01167,935,68
BR-003,PROD-03857,845,75
BR-003,PROD-04873,677,192
BR-003,PROD-01903,386,147
BR-003,PROD-01515,316,78
BR-003,PROD-04731,75,136
BR-003,PROD-00799,95,148
BR-003,PROD-09100,300,114
BR-003,PROD-09024,946,155
BR-003,PROD-09975,816,135
BR-003,PROD-03106,619,87
BR-003,PROD-05664,196,156
BR-003,PROD-04360,795,145
BR-003,PROD-05333,949,170
BR-003,PROD-00100,574,88
BR-003,PROD-07262,442,199
BR-003,PROD-08143,19,63
BR-003,PROD-05381,539,53
BR-003,PROD-02163,3,122
BR-003,PROD-02099,466,50
BR-003,PROD-01085,203,97
BR-003,PROD-03836,164,156
BR-003,PROD-08691,41,53
BR-003,PROD-08819,847,185
BR-003,PROD-02941,516,186
BR-003,PROD-08147,313,98
BR-003,PROD-04479,934,194
BR-003,PROD-05972,82,101
BR-003,PROD-05040,710,118
BR-003,PROD-01282,634,167
BR-003,PROD-07088,251,80
BR-003,PROD-00265,902,55
BR-003,PROD-06910,990,143
BR-003,PROD-07794,217,193
BR-003,PROD-09824,530,185
BR-003,PROD-08665,660,106
BR-003,PROD-04833,103,91
BR-003,PROD-03559,638,52
BR-003,PROD-04694,318,119
BR-003,PROD-08901,165,178
BR-003,PROD-05850,898,87
BR-003,PROD-09766,243,157
BR-003,PROD-05941,127,160
BR-003,PROD-03003,34,71
BR-003,PROD-07001,21,175
BR-003,PROD-06972,151,193
BR-003,PROD-02069,638,102
BR-003,PROD-09226,729,186
BR-003,PROD-03046,175,67
BR-003,PROD-05606,129,74
BR-003,PROD-08247,40,74
BR-003,PROD-05602,990,142
BR-003,PROD-02077,775,75
BR-003,PROD-07893,5,156
BR-003,PROD-03139,995,62
BR-003,PROD-04493,871,175
BR-003,PROD-03185,827,181
BR-003,PROD-06100,309,194
BR-003,PROD-03052,493,56
BR-003,PROD-04622,288,89
BR-003,PROD-07712,716,58
BR-003,PROD-02791,595,162
BR-003,PROD-06060,689,167
BR-003,PROD-05731,853,153
BR-003,PROD-04340,864,159
BR-003,PROD-06358,686,111
BR-003,PROD-09819,105,58
BR-003,PROD-04930,51,129
BR-003,PROD-08234,342,101
BR-003,PROD-00970,78,121
BR-003,PROD-07049,142,84
BR-003,PROD-07958,936,104
BR-003,PROD-00568,392,133
BR-003,PROD-04811,761,111
BR-003,PROD-05185,168,171
BR-003,PROD-00609,81,116
BR-003,PROD-00330,910,173
BR-003,PROD-06647,794,95
BR-003,PROD-05666,659,138
BR-003,PROD-07353,13,173
BR-003,PROD-05787,966,146
BR-003,PROD-09538,830,89
BR-003,PROD-09956,200,108
BR-003,PROD-01106,839,82
BR-003,PROD-08955,999,167
BR-003,PROD-02649,931,145
BR-003,PROD-01806,40,198
BR-003,PROD-06997,678,119
BR-003,PROD-02677,929,129
BR-003,PROD-06043,837,116
BR-003,PROD-03652,526,106
BR-003,PROD-09587,85,176
BR-003,PROD-02417,956,123
BR-003,PROD-09761,764,198
BR-003,PROD-02692,898,104
BR-003,PROD-00316,425,52
