product_id,product_name,category,unit_price,weight_kg
PROD-02769,Electrical Item 2769,Electrical,4765.45,26.27
PROD-02770,Lumber Item 2770,Lumber,1560.68,42.97
PROD-02771,Electrical Item 2771,Electrical,2062.25,15.98
PROD-02772,Steel Item 2772,Steel,3191.65,4.3
PROD-02773,Lumber Item 2773,Lumber,4727.09,8.67
PROD-02774,Cement Item 2774,Cement,468.7,14.65
PROD-02775,Tools Item 2775,Tools,4051.32,1.03
PROD-02776,Finishing Item 2776,Finishing,3401.31,46.66
PROD-02777,Aggregates Item 2777,Aggregates,2424.3,25.99
PROD-02778,Steel Item 2778,Steel,2057.08,31.01
PROD-02779,Cement Item 2779,Cement,3585.09,35.28
PROD-02780,Plumbing Item 2780,Plumbing,1258.92,37.08
PROD-02781,Cement Item 2781,Cement,3056.5,48.25
PROD-02782,Lumber Item 2782,Lumber,915.33,18.67
PROD-02783,Aggregates Item 2783,Aggregates,2592.74,47.65
PROD-02784,Finishing Item 2784,Finishing,2502.76,8.94
PROD-02785,Steel Item 2785,Steel,1722.9,34.11
PROD-02786,Steel Item 2786,Steel,1485.82,24.41
PROD-02787,Electrical Item 2787,Electrical,1104.68,37.03
PROD-02788,Finishing Item 2788,Finishing,1126.44,15.59
PROD-02789,Cement Item 2789,Cement,4680.3,44.68
PROD-02790,Tools Item 2790,Tools,334.61,0.79
PROD-02791,Tools Item 2791,Tools,1676.33,18.02
PROD-02792,Cement Item 2792,Cement,1781.12,36.26
PROD-02793,Finishing Item 2793,Finishing,1804.94,5.52
PROD-02794,Tools Item 2794,Tools,1027.84,26.69
PROD-02795,Aggregates Item 2795,Aggregates,2083.06,45.7
PROD-02796,Cement Item 2796,Cement,820.37,33
PROD-02797,Lumber Item 2797,Lumber,2379.96,19.03
PROD-02798,Plumbing Item 2798,Plumbing,2170.29,9.52
PROD-02799,Electrical Item 2799,Electrical,588.04,22.21
PROD-02800,Tools Item 2800,Tools,851.08,18.01
PROD-02801,Finishing Item 2801,Finishing,78.76,44.24
PROD-02802,Lumber Item 2802,Lumber,597.79,14.6
PROD-02803,Aggregates Item 2803,Aggregates,2003,37.32
PROD-02804,Cement Item 2804,Cement,843.55,10.35
PROD-02805,Tools Item 2805,Tools,4800.51,49.15
PROD-02806,Steel Item 2806,Steel,2134.42,27.73
PROD-02807,Aggregates Item 2807,Aggregates,1658.19,38.34
PROD-02808,Finishing Item 2808,Finishing,2534.2,46.22
PROD-02809,Finishing Item 2809,Finishing,700.52,47.91
PROD-02810,Cement Item 2810,Cement,674.31,17.53
PROD-02811,Cement Item 2811,Cement,3848.56,12.21
PROD-02812,Plumbing Item 2812,Plumbing,2176.84,30.06
PROD-02813,Cement Item 2813,Cement,2199.93,14.83
PROD-02814,Tools Item 2814,Tools,458.94,21.73
PROD-02815,Aggregates Item 2815,Aggregates,3659.78,9.75
PROD-02816,Electrical Item 2816,Electrical,3845.3,43.28
PROD-02817,Lumber Item 2817,Lumber,3348.34,21.74
PROD-02818,Tools Item 2818,Tools,3546.98,40.59
PROD-02819,Aggregates Item 2819,Aggregates,983.91,42.82
PROD-02820,Aggregates Item 2820,Aggregates,1185.45,7.05
PROD-02821,Cement Item 2821,Cement,1405.62,10.01
PROD-02822,Aggregates Item 2822,Aggregates,2160.2,31.02
PROD-02823,Steel Item 2823,Steel,4328.53,19.33
PROD-02824,Electrical Item 2824,Electrical,3515.79,49.02
PROD-02825,Lumber Item 2825,Lumber,1714.08,24.22
PROD-02826,Finishing Item 2826,Finishing,3237.17,15.56
PROD-02827,Electrical Item 2827,Electrical,1849.7,47.18
PROD-02828,Finishing Item 2828,Finishing,1272.49,44.81
PROD-02829,Aggregates Item 2829,Aggregates,252.4,3.08
PROD-02830,Plumbing Item 2830,Plumbing,1099.29,23.87
PROD-02831,Steel Item 2831,Steel,2182.99,12.99
PROD-02832,Tools Item 2832,Tools,1849.73,15.57
PROD-02833,Steel Item 2833,Steel,3361.29,34.31
PROD-02834,Aggregates Item 2834,Aggregates,1689.5,37.19
PROD-02835,Plumbing Item 2835,Plumbing,3727.51,29.65
PROD-02836,Plumbing Item 2836,Plumbing,1229.35,14.16
PROD-02837,Finishing Item 2837,Finishing,481.79,5.77
PROD-02838,Steel Item 2838,Steel,253.14,48.43
PROD-02839,Lumber Item 2839,Lumber,1004.99,22.57
PROD-02840,Steel Item 2840,Steel,420.65,27.56
PROD-02841,Plumbing Item 2841,Plumbing,1542.31,23.97
PROD-02842,Lumber Item 2842,Lumber,2691.11,8.11
PROD-02843,Aggregates Item 2843,Aggregates,998.95,27.75
PROD-02844,Electrical Item 2844,Electrical,4463.35,38.09
PROD-02845,Plumbing Item 2845,Plumbing,4479.82,22.7
PROD-02846,Steel Item 2846,Steel,4558.7,3.85
PROD-02847,Finishing Item 2847,Finishing,2642.63,47.65
PROD-02848,Cement Item 2848,Cement,876.33,14.07
PROD-02849,Aggregates Item 2849,Aggregates,1483.8,47.81
PROD-02850,Cement Item 2850,Cement,3982.23,34.84
PROD-02851,Finishing Item 2851,Finishing,2500.38,26.86
PROD-02852,Steel Item 2852,Steel,869.32,37.66
PROD-02853,Finishing Item 2853,Finishing,2834.37,19.82
PROD-02854,Electrical Item 2854,Electrical,1074.28,0.68
PROD-02855,Lumber Item 2855,Lumber,2980.96,0.94
PROD-02856,Tools Item 2856,Tools,2543.9,36.17
PROD-02857,Electrical Item 2857,Electrical,1551.88,11.41
PROD-02858,Electrical Item 2858,Electrical,2783.15,8.97
PROD-02859,Cement Item 2859,Cement,2691.15,14.95
PROD-02860,Aggregates Item 2860,Aggregates,4713.13,14.25
PROD-02861,Aggregates Item 2861,Aggregates,1388.65,39.64
PROD-02862,Lumber Item 2862,Lumber,4948.2,10.89
PROD-02863,Steel Item 2863,Steel,56.93,17.7
PROD-02864,Plumbing Item 2864,Plumbing,1656.58,47.35
PROD-02865,Electrical Item 2865,Electrical,3624.29,20.71
PROD-02866,Electrical Item 2866,Electrical,1656.94,3.33
PROD-02867,Cement Item 2867,Cement,4128.46,11.35
PROD-02868,Electrical Item 2868,Electrical,924.84,48.59
PROD-02869,Steel Item 2869,Steel,3626.88,34.56
PROD-02870,Electrical Item 2870,Electrical,4356.63,31.9
PROD-02871,Lumber Item 2871,Lumber,4093.39,11.42
PROD-02872,Electrical Item 2872,Electrical,1059.4,31.68
PROD-02873,Finishing Item 2873,Finishing,820.43,11.97
PROD-02874,Finishing Item 2874,Finishing,1874.77,45.16
PROD-02875,Steel Item 2875,Steel,2505.01,23.24
PROD-02876,Aggregates Item 2876,Aggregates,984.86,24.78
PROD-02877,Aggregates Item 2877,Aggregates,3255.44,1.54
PROD-02878,Aggregates Item 2878,Aggregates,4432,40.97
PROD-02879,Lumber Item 2879,Lumber,393.8,4.07
PROD-02880,Lumber Item 2880,Lumber,2302.37,32.43
PROD-02881,Finishing Item 2881,Finishing,546.16,26.58
PROD-02882,Cement Item 2882,Cement,3036.3,19.2
PROD-02883,Cement Item 2883,Cement,594.68,1.17
PROD-02884,Cement Item 2884,Cement,704.29,38.62
PROD-02885,Electrical Item 2885,Electrical,756.05,31.56
PROD-02886,Cement Item 2886,Cement,3972.38,0.97
PROD-02887,Steel Item 2887,Steel,2734.73,41
PROD-02888,Steel Item 2888,Steel,1051.49,24.28
PROD-02889,Tools Item 2889,Tools,4086.55,15.72
PROD-02890,Tools Item 2890,Tools,814.84,3.27
PROD-02891,Electrical Item 2891,Electrical,3156.05,6.59
PROD-02892,Cement Item 2892,Cement,558.94,15.19
PROD-02893,Finishing Item 2893,Finishing,752.08,45.65
PROD-02894,Cement Item 2894,Cement,1172.04,19.58
PROD-02895,Plumbing Item 2895,Plumbing,3294.05,11.68
PROD-02896,Finishing Item 2896,Finishing,3449.49,35.89
PROD-02897,Steel Item 2897,Steel,2484.51,49.54
PROD-02898,Lumber Item 2898,Lumber,553.59,47.81
PROD-02899,Plumbing Item 2899,Plumbing,427.64,17.02
PROD-02900,Plumbing Item 2900,Plumbing,4620.43,46.03
PROD-02901,Cement Item 2901,Cement,3042.31,9.31
PROD-02902,Plumbing Item 2902,Plumbing,3018.08,34.13
PROD-02903,Aggregates Item 2903,Aggregates,4470.93,34.51
PROD-02904,Electrical Item 2904,Electrical,1774.51,5.64
PROD-02905,Tools Item 2905,Tools,3325.57,46.68
PROD-02906,Steel Item 2906,Steel,3954.84,43.15
PROD-02907,Aggregates Item 2907,Aggregates,3900.03,7.76
PROD-02908,Aggregates Item 2908,Aggregates,1983.47,36.21
PROD-02909,Tools Item 2909,Tools,4082.52,6.1
PROD-02910,Finishing Item 2910,Finishing,4799.95,14.28
PROD-02911,Steel Item 2911,Steel,1649.11,6.81
PROD-02912,Finishing Item 2912,Finishing,1795.41,24.96
PROD-02913,Tools Item 2913,Tools,3482.43,20.99
PROD-02914,Plumbing Item 2914,Plumbing,734.2,47.23
PROD-02915,Lumber Item 2915,Lumber,1946.77,27.69
PROD-02916,Tools Item 2916,Tools,2685.75,41.16
PROD-02917,Finishing Item 2917,Finishing,463.91,35.89
PROD-02918,Lumber Item 2918,Lumber,3530.31,12.14
PROD-02919,Cement Item 2919,Cement,1056.23,42.6
PROD-02920,Plumbing Item 2920,Plumbing,2813.95,47.9
PROD-02921,Steel Item 2921,Steel,344.91,17.79
PROD-02922,Aggregates Item 2922,Aggregates,1508.75,7.63
PROD-02923,Finishing Item 2923,Finishing,1250.36,41.48
PROD-02924,Cement Item 2924,Cement,3747.63,6.3
PROD-02925,Aggregates Item 2925,Aggregates,1918.43,1.8
PROD-02926,Finishing Item 2926,Finishing,1889.84,35.22
PROD-02927,Steel Item 2927,Steel,2410.29,29.9
PROD-02928,Aggregates Item 2928,Aggregates,199.42,18.58
PROD-02929,Steel Item 2929,Steel,1262.98,1.12
PROD-02930,Finishing Item 2930,Finishing,791.1,9.53
PROD-02931,Aggregates Item 2931,Aggregates,3753.13,35.08
PROD-02932,Electrical Item 2932,Electrical,2377.41,36.27
PROD-02933,Tools Item 2933,Tools,3917.91,34.91
PROD-02934,Electrical Item 2934,Electrical,600.77,3.47
PROD-02935,Cement Item 2935,Cement,3040.66,9.09
PROD-02936,Aggregates Item 2936,Aggregates,103.79,41.72
PROD-02937,Tools Item 2937,Tools,2793.07,41.56
PROD-02938,Electrical Item 2938,Electrical,3561.3,21.47
PROD-02939,Aggregates Item 2939,Aggregates,1395.55,5.05
PROD-02940,Finishing Item 2940,Finishing,4890.74,6.69
PROD-02941,Lumber Item 2941,Lumber,2031.99,3.27
PROD-02942,Finishing Item 2942,Finishing,959.28,37.43
PROD-02943,Steel Item 2943,Steel,4091.97,23.69
PROD-02944,Plumbing Item 2944,Plumbing,3280.86,20.55
PROD-02945,Finishing Item 2945,Finishing,865.88,40.27
PROD-02946,Finishing Item 2946,Finishing,1013.92,5.87
PROD-02947,Steel Item 2947,Steel,1845.37,39.05
PROD-02948,Plumbing Item 2948,Plumbing,188.84,14.47
PROD-02949,Steel Item 2949,Steel,373.33,30.06
PROD-02950,Electrical Item 2950,Electrical,979.33,10.49
PROD-02951,Cement Item 2951,Cement,1239.66,4.71
PROD-02952,Cement Item 2952,Cement,2840.51,39.62
PROD-02953,Cement Item 2953,Cement,287.84,5.11
PROD-02954,Electrical Item 2954,Electrical,91.97,18.15
PROD-02955,Electrical Item 2955,Electrical,4795.76,25.26
PROD-02956,Plumbing Item 2956,Plumbing,3771.62,36.42
PROD-02957,Aggregates Item 2957,Aggregates,3528.15,5.32
PROD-02958,Finishing Item 2958,Finishing,4487.73,25.43
PROD-02959,Aggregates Item 2959,Aggregates,167.24,39.91
PROD-02960,Tools Item 2960,Tools,2952.47,42.68
PROD-02961,Electrical Item 2961,Electrical,848.05,34.28
PROD-02962,Steel Item 2962,Steel,4431.76,5.12
PROD-02963,Lumber Item 2963,Lumber,4427.79,40.47
PROD-02964,Aggregates Item 2964,Aggregates,3855.69,8.47
PROD-02965,Plumbing Item 2965,Plumbing,2265.03,6.99
PROD-02966,Electrical Item 2966,Electrical,1833.57,42.87
PROD-02967,Finishing Item 2967,Finishing,248.06,35.78
PROD-02968,Finishing Item 2968,Finishing,1233.6,49.85
PROD-02969,Steel Item 2969,Steel,4792.18,28.56
PROD-02970,Tools Item 2970,Tools,532.16,1.24
PROD-02971,Electrical Item 2971,Electrical,2758.32,48.46
PROD-02972,Steel Item 2972,Steel,2519.62,23.01
PROD-02973,Aggregates Item 2973,Aggregates,4673.58,8.49
PROD-02974,Electrical Item 2974,Electrical,2903.73,17.99
PROD-02975,Steel Item 2975,Steel,936.97,38.71
PROD-02976,Electrical Item 2976,Electrical,4931.41,48.93
PROD-02977,Tools Item 2977,Tools,3268.95,7.45
PROD-02978,Steel Item 2978,Steel,4859.82,24.67
PROD-02979,Plumbing Item 2979,Plumbing,4302.07,20.35
PROD-02980,Aggregates Item 2980,Aggregates,2232.1,25.87
PROD-02981,Plumbing Item 2981,Plumbing,1899.73,34.27
PROD-02982,Tools Item 2982,Tools,1351,43.84
PROD-02983,Cement Item 2983,Cement,3122.04,32.37
PROD-02984,Lumber Item 2984,Lumber,3513.74,28.26
PROD-02985,Aggregates Item 2985,Aggregates,4272.65,14.89
PROD-02986,Aggregates Item 2986,Aggregates,2872.16,42.76
PROD-02987,Lumber Item 2987,Lumber,1971.7,23.38
PROD-02988,Steel Item 2988,Steel,1777.24,23.69
PROD-02989,Tools Item 2989,Tools,590.14,9.42
PROD-02990,Steel Item 2990,Steel,4591.43,46.16
PROD-02991,Finishing Item 2991,Finishing,1037.38,16.77
PROD-02992,Plumbing Item 2992,Plumbing,1745,30.42
PROD-02993,Lumber Item 2993,Lumber,3526.34,24.07
PROD-02994,Electrical Item 2994,Electrical,2300.16,27.48
PROD-02995,Tools Item 2995,Tools,770.29,11.07
PROD-02996,Cement Item 2996,Cement,4939.66,38.82
PROD-02997,Cement Item 2997,Cement,4685.48,18.39
PROD-02998,Finishing Item 2998,Finishing,4893.88,11.06
PROD-02999,Lumber Item 2999,Lumber,4346.7,47.66
PROD-03000,Finishing Item 3000,Finishing,1385.75,31.97
PROD-03001,Steel Item 3001,Steel,751.6,14.06
PROD-03002,Steel Item 3002,Steel,1526.77,35.75
PROD-03003,Finishing Item 3003,Finishing,2647.65,33.65
PROD-03004,Electrical Item 3004,Electrical,961.19,3.16
PROD-03005,Finishing Item 3005,Finishing,1742.99,37.78
PROD-03006,Aggregates Item 3006,Aggregates,1033.1,47.13
PROD-03007,Tools Item 3007,Tools,2403.72,34.6
PROD-03008,Aggregates Item 3008,Aggregates,4829.67,22.12
PROD-03009,Finishing Item 3009,Finishing,4123.93,28.26
PROD-03010,Lumber Item 3010,Lumber,435.15,33.56
PROD-03011,Aggregates Item 3011,Aggregates,1652.48,49.33
PROD-03012,Plumbing Item 3012,Plumbing,120.22,44.88
PROD-03013,Aggregates Item 3013,Aggregates,2522.26,16.16
PROD-03014,Finishing Item 3014,Finishing,1350.87,36.25
PROD-03015,Tools Item 3015,Tools,4719.45,42.93
PROD-03016,Tools Item 3016,Tools,3212.64,29.13
PROD-03017,Cement Item 3017,Cement,1132.18,48.96
PROD-03018,Finishing Item 3018,Finishing,3497.41,38.83
PROD-03019,Finishing Item 3019,Finishing,1119.88,10.88
PROD-03020,Lumber Item 3020,Lumber,4860.14,29.05
PROD-03021,Cement Item 3021,Cement,1882.77,18.51
PROD-03022,Electrical Item 3022,Electrical,4488.44,25.35
PROD-03023,Steel Item 3023,Steel,3511.62,32.62
PROD-03024,Tools Item 3024,Tools,2099.57,17.91
PROD-03025,Finishing Item 3025,Finishing,2639.69,38.37
PROD-03026,Steel Item 3026,Steel,4635.43,23.21
PROD-03027,Plumbing Item 3027,Plumbing,925.63,29.95
PROD-03028,Finishing Item 3028,Finishing,1938.74,42.33
PROD-03029,Finishing Item 3029,Finishing,3188.83,35.25
PROD-03030,Steel Item 3030,Steel,4977.05,40.39
PROD-03031,Steel Item 3031,Steel,493.71,1.31
PROD-03032,Finishing Item 3032,Finishing,563.19,37.62
PROD-03033,Steel Item 3033,Steel,3185.95,25.42
PROD-03034,Cement Item 3034,Cement,3355.17,42.66
PROD-03035,Lumber Item 3035,Lumber,1153.25,23
PROD-03036,Finishing Item 3036,Finishing,616.78,42.89
PROD-03037,Steel Item 3037,Steel,1785.54,39.79
PROD-03038,Tools Item 3038,Tools,2094.03,41.11
PROD-03039,Finishing Item 3039,Finishing,87.65,19.04
PROD-03040,Lumber Item 3040,Lumber,2562.43,13.75
PROD-03041,Electrical Item 3041,Electrical,1571.61,45.18
PROD-03042,Finishing Item 3042,Finishing,3382.84,0.71
PROD-03043,Finishing Item 3043,Finishing,211.74,1.8
PROD-03044,Plumbing Item 3044,Plumbing,4211.81,26.19
PROD-03045,Plumbing Item 3045,Plumbing,1708.7,47.98
PROD-03046,Finishing Item 3046,Finishing,1247.06,48.69
PROD-03047,Lumber Item 3047,Lumber,3100.53,19.97
PROD-03048,Cement Item 3048,Cement,4016.59,29.1
PROD-03049,Aggregates Item 3049,Aggregates,4699.99,19.83
PROD-03050,Aggregates Item 3050,Aggregates,2045.44,16.25
PROD-03051,Aggregates Item 3051,Aggregates,2215.14,5.43
PROD-03052,Aggregates Item 3052,Aggregates,2546.07,31.76
PROD-03053,Finishing Item 3053,Finishing,4223,31.55
PROD-03054,Electrical Item 3054,Electrical,4194.82,8.37
PROD-03055,Plumbing Item 3055,Plumbing,1058.62,5.12
PROD-03056,Finishing Item 3056,Finishing,107.11,38.62
PROD-03057,Aggregates Item 3057,Aggregates,187.7,35.53
PROD-03058,Steel Item 3058,Steel,2880.38,1.75
PROD-03059,Aggregates Item 3059,Aggregates,4917.9,31.91
PROD-03060,Plumbing Item 3060,Plumbing,973.45,32.8
PROD-03061,Lumber Item 3061,Lumber,1519.77,27
PROD-03062,Lumber Item 3062,Lumber,3645.25,40.45
PROD-03063,Finishing Item 3063,Finishing,3863.44,33.13
PROD-03064,Electrical Item 3064,Electrical,460.67,7.62
PROD-03065,Cement Item 3065,Cement,3210.01,29.18
PROD-03066,Steel Item 3066,Steel,599.11,46.4
PROD-03067,Steel Item 3067,Steel,580.03,14.48
PROD-03068,Aggregates Item 3068,Aggregates,509.25,24.97
PROD-03069,Plumbing Item 3069,Plumbing,4567.96,10.79
PROD-03070,Steel Item 3070,Steel,2480.63,1.59
PROD-03071,Steel Item 3071,Steel,2458.26,31.47
PROD-03072,Lumber Item 3072,Lumber,3452.32,19.08
PROD-03073,Plumbing Item 3073,Plumbing,3186.08,22.82
PROD-03074,Aggregates Item 3074,Aggregates,940.04,1
PROD-03075,Aggregates Item 3075,Aggregates,3315.35,31.75
PROD-03076,Cement Item 3076,Cement,630.18,17.47
PROD-03077,Plumbing Item 3077,Plumbing,2445.36,30.89
PROD-03078,Cement Item 3078,Cement,834.02,37.21
PROD-03079,Steel Item 3079,Steel,1004.58,1.96
PROD-03080,Cement Item 3080,Cement,2614.07,38.17
PROD-03081,Lumber Item 3081,Lumber,4341.03,6.18
PROD-03082,Lumber Item 3082,Lumber,196.01,7.36
PROD-03083,Steel Item 3083,Steel,3652.33,47.02
PROD-03084,Electrical Item 3084,Electrical,1404.65,10.36
PROD-03085,Steel Item 3085,Steel,1775.34,27.8
PROD-03086,Electrical Item 3086,Electrical,2361.87,40.55
PROD-03087,Finishing Item 3087,Finishing,2587.65,20.3
PROD-03088,Lumber Item 3088,Lumber,1287.96,10.29
PROD-03089,Electrical Item 3089,Electrical,4811.26,5.59
PROD-03090,Electrical Item 3090,Electrical,869.98,10.69
PROD-03091,Tools Item 3091,Tools,2195.68,22.58
PROD-03092,Electrical Item 3092,Electrical,4088.67,31.33
PROD-03093,Finishing Item 3093,Finishing,2175.1,28.57
PROD-03094,Plumbing Item 3094,Plumbing,4494.58,41.06
PROD-03095,Tools Item 3095,Tools,877.88,2.17
PROD-03096,Electrical Item 3096,Electrical,2955,15.03
PROD-03097,Plumbing Item 3097,Plumbing,2021.62,6.18
PROD-03098,Plumbing Item 3098,Plumbing,2175.46,9.7
PROD-03099,Lumber Item 3099,Lumber,409.57,33.02
PROD-03100,Plumbing Item 3100,Plumbing,767.95,16.07
PROD-03101,Cement Item 3101,Cement,1627.02,1.04
PROD-03102,Plumbing Item 3102,Plumbing,1108.17,28.59
PROD-03103,Plumbing Item 3103,Plumbing,4498.78,28.3
PROD-03104,Finishing Item 3104,Finishing,1453.89,11
PROD-03105,Lumber Item 3105,Lumber,559.45,14.26
PROD-03106,Steel Item 3106,Steel,2891.04,32.49
PROD-03107,Finishing Item 3107,Finishing,1623.03,16.35
PROD-03108,Lumber Item 3108,Lumber,295.82,24.95
PROD-03109,Cement Item 3109,Cement,4951.79,21.35
PROD-03110,Steel Item 3110,Steel,2291.29,30.27
PROD-03111,Finishing Item 3111,Finishing,1220.29,1.55
PROD-03112,Cement Item 3112,Cement,3236.15,42.88
PROD-03113,Cement Item 3113,Cement,4562.63,14.58
PROD-03114,Finishing Item 3114,Finishing,233.19,26.91
PROD-03115,Cement Item 3115,Cement,1720.08,1.31
PROD-03116,Tools Item 3116,Tools,520.84,40.22
PROD-03117,Electrical Item 3117,Electrical,1409.63,37.81
PROD-03118,Finishing Item 3118,Finishing,444.85,38.84
PROD-03119,Tools Item 3119,Tools,3080.99,19.97
PROD-03120,Tools Item 3120,Tools,2492.02,32.23
PROD-03121,Steel Item 3121,Steel,4223.22,46.92
PROD-03122,Steel Item 3122,Steel,194.98,2.87
PROD-03123,Cement Item 3123,Cement,736.74,49.68
PROD-03124,Finishing Item 3124,Finishing,1170.39,4.86
PROD-03125,Plumbing Item 3125,Plumbing,4089.93,27.11
PROD-03126,Cement Item 3126,Cement,4673.85,43.47
PROD-03127,Electrical Item 3127,Electrical,4422.43,2.63
PROD-03128,Cement Item 3128,Cement,4738.37,4.21
PROD-03129,Plumbing Item 3129,Plumbing,3455.21,39.69
PROD-03130,Finishing Item 3130,Finishing,1386.06,8.93
PROD-03131,Aggregates Item 3131,Aggregates,2938.09,6.44
PROD-03132,Plumbing Item 3132,Plumbing,4316.38,37.78
PROD-03133,Finishing Item 3133,Finishing,3202.67,33.58
PROD-03134,Lumber Item 3134,Lumber,2910.53,33.23
PROD-03135,Electrical Item 3135,Electrical,1643.46,36.68
PROD-03136,Lumber Item 3136,Lumber,504.41,38.43
PROD-03137,Steel Item 3137,Steel,1797.4,41.86
PROD-03138,Lumber Item 3138,Lumber,3314.43,36.9
PROD-03139,Lumber Item 3139,Lumber,3490.08,4.22
PROD-03140,Tools Item 3140,Tools,348.32,1.15
PROD-03141,Lumber Item 3141,Lumber,2367.34,19.56
PROD-03142,Tools Item 3142,Tools,567.45,10.83
PROD-03143,Plumbing Item 3143,Plumbing,3814.42,15.94
PROD-03144,Tools Item 3144,Tools,3293.68,42.47
PROD-03145,Steel Item 3145,Steel,4574.92,11.33
PROD-03146,Plumbing Item 3146,Plumbing,1958.6,22.9
PROD-03147,Lumber Item 3147,Lumber,3911.1,9.8
PROD-03148,Electrical Item 3148,Electrical,2144.32,34.47
PROD-03149,Steel Item 3149,Steel,779.08,43.87
PROD-03150,Steel Item 3150,Steel,1240.78,44.76
PROD-03151,Aggregates Item 3151,Aggregates,1370.45,24.07
PROD-03152,Tools Item 3152,Tools,1792.19,6.36
PROD-03153,Steel Item 3153,Steel,1804.41,11
PROD-03154,Finishing Item 3154,Finishing,2535.84,25.64
PROD-03155,Cement Item 3155,Cement,2234.64,18.8
PROD-03156,Cement Item 3156,Cement,3260.68,36.73
PROD-03157,Finishing Item 3157,Finishing,1009.96,9.88
PROD-03158,Aggregates Item 3158,Aggregates,2990.54,26.71
PROD-03159,Tools Item 3159,Tools,2617.16,5.9
PROD-03160,Cement Item 3160,Cement,3249.41,47.97
PROD-03161,Lumber Item 3161,Lumber,620.18,44.81
PROD-03162,Electrical Item 3162,Electrical,1231.9,26.84
PROD-03163,Electrical Item 3163,Electrical,1171,31.2
PROD-03164,Finishing Item 3164,Finishing,1989.95,5.51
PROD-03165,Electrical Item 3165,Electrical,2501.1,8.97
PROD-03166,Lumber Item 3166,Lumber,1770.78,14.76
PROD-03167,Electrical Item 3167,Electrical,3682.72,5.17
PROD-03168,Tools Item 3168,Tools,3708.5,42.7
PROD-03169,Lumber Item 3169,Lumber,892.65,34.23
PROD-03170,Aggregates Item 3170,Aggregates,977.35,45.04
PROD-03171,Aggregates Item 3171,Aggregates,4813.1,33.47
PROD-03172,Finishing Item 3172,Finishing,1703.57,9.29
PROD-03173,Electrical Item 3173,Electrical,4412.22,8.95
PROD-03174,Cement Item 3174,Cement,2990.33,48.49
PROD-03175,Cement Item 3175,Cement,2467.12,12.75
PROD-03176,Steel Item 3176,Steel,273.62,1.36
PROD-03177,Electrical Item 3177,Electrical,4185.03,26.5
PROD-03178,Aggregates Item 3178,Aggregates,3787.21,38.88
PROD-03179,Steel Item 3179,Steel,1557.78,36.94
PROD-03180,Tools Item 3180,Tools,2478.78,17.86
PROD-03181,Electrical Item 3181,Electrical,3333.87,13.05
PROD-03182,Tools Item 3182,Tools,117.13,17.96
PROD-03183,Plumbing Item 3183,Plumbing,4462.29,38.84
PROD-03184,Tools Item 3184,Tools,608.17,34.45
PROD-03185,Cement Item 3185,Cement,782.11,20.81
PROD-03186,Lumber Item 3186,Lumber,3313.87,7.51
PROD-03187,Tools Item 3187,Tools,202.98,29.09
PROD-03188,Finishing Item 3188,Finishing,1829.13,37.35
PROD-03189,Lumber Item 3189,Lumber,4607.2,19.2
PROD-03190,Steel Item 3190,Steel,4828.99,43.92
PROD-03191,Tools Item 3191,Tools,4937.29,43.87
PROD-03192,Aggregates Item 3192,Aggregates,1363.28,34.11
PROD-03193,Plumbing Item 3193,Plumbing,1985.58,21.16
PROD-03194,Electrical Item 3194,Electrical,1581.15,2.53
PROD-03195,Plumbing Item 3195,Plumbing,4179.15,6.59
PROD-03196,Tools Item 3196,Tools,2854.98,39.73
PROD-03197,Plumbing Item 3197,Plumbing,1477.62,48.49
PROD-03198,Tools Item 3198,Tools,4639.8,7.78
PROD-03199,Aggregates Item 3199,Aggregates,2639.77,14.84
PROD-03200,Aggregates Item 3200,Aggregates,1553.05,14.77
PROD-03201,Electrical Item 3201,Electrical,127.18,2.53
PROD-03202,Electrical Item 3202,Electrical,4136.08,6.61
PROD-03203,Tools Item 3203,Tools,1563.82,21.8
PROD-03204,Cement Item 3204,Cement,297.02,7.32
PROD-03205,Electrical Item 3205,Electrical,3937.05,25.35
PROD-03206,Aggregates Item 3206,Aggregates,4770.74,35.8
PROD-03207,Aggregates Item 3207,Aggregates,4979.78,10.24
PROD-03208,Steel Item 3208,Steel,1489.47,2.09
PROD-03209,Plumbing Item 3209,Plumbing,1281.21,34.09
PROD-03210,Finishing Item 3210,Finishing,2141.69,48.36
PROD-03211,Steel Item 3211,Steel,4470.52,46.05
PROD-03212,Electrical Item 3212,Electrical,907.84,22.07
PROD-03213,Plumbing Item 3213,Plumbing,4031.68,7.39
PROD-03214,Lumber Item 3214,Lumber,1287.6,21.11
PROD-03215,Lumber Item 3215,Lumber,1540.26,4.74
PROD-03216,Tools Item 3216,Tools,2751.86,19.11
PROD-03217,Finishing Item 3217,Finishing,525.41,26.57
PROD-03218,Plumbing Item 3218,Plumbing,2543.89,34.42
PROD-03219,Plumbing Item 3219,Plumbing,2368.48,21.67
PROD-03220,Finishing Item 3220,Finishing,4809.16,23.33
PROD-03221,Cement Item 3221,Cement,4789.58,21.34
PROD-03222,Aggregates Item 3222,Aggregates,3095.28,15.47
PROD-03223,Lumber Item 3223,Lumber,2922.6,18.97
PROD-03224,Electrical Item 3224,Electrical,315,42.33
PROD-03225,Aggregates Item 3225,Aggregates,2044.56,0.79
PROD-03226,Tools Item 3226,Tools,4204.03,4.69
PROD-03227,Electrical Item 3227,Electrical,4157.98,32.67
